"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Algeria","DZA","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.28470418031148","0.209345039084853","0.449797577399408","0.36615070788922","0.379113092721206","0.277568039051444","0.418198358678423","0.410531263017809","0.572265754681445","0.737982718243572","",
"Algeria","DZA","Battle-related deaths (number of people)","VC.BTL.DETH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","257","800","1916","3008","1084","1403","3029","1031","947","642","539","670","397","217","255","472","339","505","236","267","256","147","107","110","86","60","33","","26","","",
"Algeria","DZA","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5","","12.4378108978271","","14.4278602600098","","18.9054718017578","18.9054718017578","23.5576915740967","25.480770111084","22.5961532592773","20.1923084259033","20.6730766296387","17.5355453491211","18.4834117889404","20.1877937316895","22.5352115631104","23.9436626434326","25.1231517791748","24.630542755127","23.645320892334","23.1527099609375","21.2560386657715","19.8067626953125","19.3236713409424","20.7729473114014","",
"Algeria","DZA","Transport services (% of commercial service exports)","TX.VAL.TRAN.ZS.WT","","","","","","","","","","","","","","","","","","37.4232558139535","43.3851468048357","47.6063829787234","43.7186223000584","43.1884816753926","42.0260869565217","48.9343206696716","44.1678420310296","45.3525516166733","45.3679476696647","46.8231611893583","47.3386183465458","46.1302787744962","41.5782122905028","45.1812797919976","","","","","","","","","","","","","","34.5093268450933","33.1210191082802","35.1098229743818","29.0876651336325","28.2583509297714","22.0534449952876","19.8936842559771","20.6682564123751","21.2568150132315","24.1579755440204","20.0503631095542","21.4119333069173","23.4464442607146","22.1931292669956","21.0819964249944","18.3091628678791","17.5065670856591","20.9536403557887",
"Algeria","DZA","Computer, communications and other services (% of commercial service exports)","TX.VAL.OTHR.ZS.WT","","","","","","","","","","","","","","","","","","19.2558139534884","19.2573402417964","23.2860520094563","24.810274372446","16.7015706806284","22.304347826087","20.0257566001288","24.4005641748942","28.3989092325671","24.9386753883893","25.8998435054774","25.1038127595319","33.2045266353851","39.1061452513966","26.838075978622","","","","","","","","","","","","","","36.6585563665855","53.7420382165606","51.336152015701","53.1884442476247","53.7004458889821","62.9447150594919","65.7213399656996","64.0881917608789","63.9333304240218","59.0982989712231","58.3702956687159","60.049199723822","61.2411761816798","62.9165796470092","62.7942609112587","72.0625718140325","69.5802827968949","63.7826846640294",
"Algeria","DZA","Merchandise exports by the reporting economy, residual (% of total merchandise exports)","TX.VAL.MRCH.RS.ZS","1.14708131531991","1.61909989023052","","","","","3.1873792659369","5.4341814159292","7.70527329641223","10.5733032160912","10.2048975512244","18.2564728241105","10.8290847198257","6.12955912142456","5.6257937820848","6.44031441910347","4.66532505359263","5.14625779284793","8.5775063473547","1.77387908300915","2.7634792350164","3.45216346858945","2.01640309937016","8.31080987641421","5.17830733644258","6.42403562278687","10.7821014263376","10.4992467080618","9.23619429100237","8.83220807268087","8.95485972270643","7.89276657880436","7.23285733193425","6.40380685598042","6.45030557227703","4.01900526421234","3.32882730043281","0.384863060094775","0.200913747565081","0.0666459871879455","0","0.00620576712540891","0.140300360923818","2.81925828810272E-05","0","0.11894188964514","6.94054506262172E-06","0.133381186682333","0.000497117172283042","0.000286710874807541","0.000775050372091228","0.055734314572037","0","0.0355422095346756","0.715763651219005","0.0616277880696501","0.0450321483420127","2.54870992456911","3.06911520476437","3.71420818241606","3.71420818373718","","",
"Algeria","DZA","Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)","TX.VAL.MRCH.R3.ZS","0.12745347947999","0.137211855104281","","","","","0.579523502897617","0.414823008849558","1.1196725258849","1.39830052705174","2.07896051974013","1.76910172334909","3.02620997649925","0.401955689422944","2.61438466546421","1.6884918692786","1.15831346858244","0.0183005678355435","0.932753946051874","0.654558948325734","0.8483315995839","2.08558808243977","1.19101977364699","0.961427651685687","0.679413842593075","1.53046165807212","1.44454210881683","1.30943461740576","1.35163788981383","2.1042331386535","1.96667441195883","2.37947802361876","3.472442088851","5.02284036359629","2.6766264559901","2.83644227952523","5.33304490398132","6.19021360258777","7.32857774156501","8.8028611479942","7.68795006745176","6.33863032531294","5.38837566776633","5.02087110483536","2.8728971771252","6.89582049858817","4.06222884203336","3.86163185679415","3.84783913069846","3.73747671574151","4.62916342925059","4.88715459099474","5.61604525428672","4.45225115186368","5.49941796574878","5.02335287291017","6.25816949281122","7.19396771856189","6.53151715446718","5.09224646886997","5.09224647524549","","",
"Algeria","DZA","Merchandise exports to high-income economies (% of total merchandise exports)","TX.VAL.MRCH.HI.ZS","94.4430282946724","94.1822173435785","","","","","92.7237604636188","89.5049778761062","85.6489284854322","83.0052705173712","82.4987506246877","74.2095939747305","80.4639251723519","90.5524504449087","84.5653542802865","88.604860984028","93.1356423332064","94.0600845624352","89.9562587071663","96.162577194055","95.3495398895735","90.608611154775","94.3816073364308","88.8830414119173","91.6544367260032","89.6178325098723","86.6003877290679","86.0674199197654","85.1038871960286","85.1410195510432","84.3216241350813","86.708981146912","84.6227310138045","84.4426019588544","85.8474899403474","84.9320972089527","79.327498915687","85.4791799950228","84.9654897685948","83.1893157513937","84.3138628052458","83.9887379424854","84.4033402507495","86.4071406148277","89.6041584711419","84.3200655262739","87.6452173144412","85.7981231250882","86.3797767846677","84.8288386363985","82.2519850790419","81.5159460339277","80.662053074672","80.3036315103384","77.8526136343141","79.1969316375076","78.0208785946617","74.5063789633856","73.1739537192348","74.3790954400647","74.3790954595524","","",
"Algeria","DZA","Manufactures exports (% of merchandise exports)","TX.VAL.MANF.ZS.UN","","","","","","","5.6035178843264","","7.58600934979066","7.64414705984316","6.74134443050659","8.56580537028066","","3.25530570135955","2.00631585583271","2.18087814009126","0.876876967104893","0.65668470946698","0.566419765550251","0.400369074396841","0.315613850908434","0.505273340359192","0.774104799680698","0.733532158815736","1.54669686496116","1.51108522601755","1.36527785250499","1.72566205574813","","","","","2.27401502451019","2.85311735252904","2.17990131119473","3.03371625592908","5.11297285685361","1.94796085993052","1.83503589907042","2.13071408992414","1.44539413286052","1.85960249922852","2.47311691612874","1.34194557909718","1.22339190806438","0.954575075025762","1.05102659829008","0.941062014933932","1.04064636422749","0.867917628982656","0.807118810007341","0.89655673065055","0.898546404983427","0.866851295881632","2.03376041235386","3.14112807428962","3.29924526959131","2.67130147044604","","","","","",
"Algeria","DZA","Food exports (% of merchandise exports)","TX.VAL.FOOD.ZS.UN","","","","","","","30.9696049778828","","16.0908125321452","20.5470070641704","19.9832749794304","12.3527636116198","","12.2965851729428","3.88236928379305","4.07076413721227","3.05312032713631","2.28947163240855","2.40957802704026","1.13644824572607","0.770226833423191","0.931555184108841","0.623873045191646","0.338795919609691","0.405205815367655","0.55060279785805","0.335035799433773","0.364621785561494","","","","","0.727504839479144","0.979174707865611","0.400567078825082","1.17971339978443","1.22345413763458","0.268184667758013","0.341639301574309","0.223124461208307","0.163458380562733","0.148606444057863","0.231638365592645","0.209587695365939","0.193619706686166","0.153082861462964","0.160467556161383","0.163014154236531","0.160304781740011","0.257257543448343","0.560649357877699","0.48843308179952","0.4450649711126","0.614279703599869","0.539747161642779","0.681904272861661","1.10285296724158","1.00117836508315","","","","","",
